-79.31456,42.980083,0.0,65.15943,-73.66783,0.0,-0.54666144,-83.7873,0.0
-1.2520189,66.0575,0.0,20.326254,22.170238,0.0,6.7426596,13.051716,0.0
-3.2737083,18.304605,0.0,15.863698,20.249037,0.0,98.23837,-41.3816,0.0
-86.62184,-76.169876,0.0,41.226646,-99.51707,0.0,-90.381584,49.32687,0.0
4.7671785,-73.846825,0.0,45.933056,-87.79173,0.0,36.439445,-40.490253,0.0
-67.62203,78.65731,0.0,-97.42034,-57.985596,0.0,-26.092184,-67.40439,0.0
96.630974,-50.110836,0.0,-57.679718,-48.524307,0.0,-36.837387,10.049926,0.0
46.11168,-38.553818,0.0,-55.100574,75.8755,0.0,54.084785,-79.59101,0.0
-99.82459,-64.0178,0.0,12.876132,81.74543,0.0,56.657173,-46.432247,0.0
-78.10074,37.571934,0.0,-40.77688,22.12054,0.0,-67.24462,11.312196,0.0
-61.381145,20.70395,0.0,-57.47837,42.43826,0.0,-59.296894,-47.787846,0.0
17.58057,96.02108,0.0,27.913761,-75.82116,0.0,97.651375,-8.492393,0.0
-67.80548,75.506195,0.0,58.23969,22.85062,0.0,15.716057,58.43749,0.0
96.53186,18.157982,0.0,18.661581,58.778324,0.0,-95.21499,-76.88807,0.0
-18.307955,-67.57005,0.0,86.10737,-18.665247,0.0,-99.83415,93.70487,0.0
-1.7672476,66.94232,0.0,-85.91445,-22.608328,0.0,-21.965376,-78.894745,0.0
83.462715,-72.63628,0.0,90.04747,-10.798845,0.0,-62.973415,8.380191,0.0
38.854946,-77.63992,0.0,-48.60281,-89.56299,0.0,-97.95323,-95.56809,0.0
-48.92927,-80.51255,0.0,-50.424103,-47.4468,0.0,77.60905,45.24991,0.0
-51.880333,-59.931976,0.0,-70.47477,-49.597626,0.0,-6.689226,53.756367,0.0
76.19551,11.227362,0.0,36.516953,-7.3306203,0.0,-15.496745,-98.67542,0.0
-71.88417,-34.86665,0.0,-93.90335,-95.84642,0.0,-20.895575,88.203964,0.0
-83.27263,-81.05864,0.0,-98.8856,5.008231,0.0,70.74091,25.33197,0.0
46.424393,-81.43373,0.0,69.27123,-29.139229,0.0,17.688623,-24.694527,0.0
-79.47989,6.1183505,0.0,-40.307472,85.1248,0.0,-25.214039,-65.94687,0.0
-16.612057,-26.19554,0.0,85.86431,48.5644,0.0,73.21617,41.929047,0.0
-74.154434,-1.7217432,0.0,26.417206,-76.76034,0.0,-17.858278,-95.26471,0.0
-55.951714,14.510463,0.0,72.60504,49.371693,0.0,-80.06522,-4.053979,0.0
-65.79418,81.76122,0.0,-60.24944,-33.610893,0.0,-19.795881,23.002644,0.0
43.975224,55.897785,0.0,-76.71271,73.40582,0.0,-89.62255,-71.818214,0.0
-86.57143,-46.7529,0.0,87.65385,-21.945534,0.0,-68.427864,-3.2825239,0.0
66.237144,-35.52289,0.0,15.641114,-37.648457,0.0,89.44581,-2.210295,0.0
-99.99449,-8.968757,0.0,-56.112225,42.84134,0.0,-60.430187,-5.3894367,0.0
87.572655,-65.00838,0.0,28.886948,86.92401,0.0,66.905075,-46.88826,0.0
-7.7959275,66.0681,0.0,31.458836,-61.337376,0.0,-57.11841,-30.066679,0.0
-55.9373,-84.38169,0.0,81.590965,-46.49598,0.0,44.176315,97.7416,0.0
-66.99331,-75.50848,0.0,33.86982,59.259556,0.0,-33.95648,2.9009829,0.0
28.42088,6.6747265,0.0,0.6698482,18.522623,0.0,42.12258,58.999866,0.0
47.0572,55.02247,0.0,71.68419,73.67717,0.0,-87.00157,46.67708,0.0
78.39977,5.416088,0.0,73.77463,22.325472,0.0,-37.41505,79.742744,0.0
-26.52709,56.88059,0.0,-10.725736,50.207096,0.0,9.971506,48.99266,0.0
38.639862,-60.837692,0.0,-72.0958,20.419361,0.0,-27.074884,-97.1181,0.0
-30.058691,52.79032,0.0,31.553463,-97.78455,0.0,-20.055285,-81.508095,0.0
-53.047176,85.42677,0.0,17.919323,61.23296,0.0,34.20624,-26.333834,0.0
-75.1846,6.6405263,0.0,97.2216,-6.6848617,0.0,67.60042,-47.964344,0.0
81.0257,-84.8235,0.0,10.957906,-92.03314,0.0,-41.367348,90.13487,0.0
15.630756,79.860695,0.0,-37.507587,97.61743,0.0,71.7695,-96.32428,0.0
74.97727,95.089424,0.0,57.75201,-26.283289,0.0,54.383247,-26.487595,0.0
79.427086,-93.40856,0.0,12.3923645,57.86175,0.0,-50.921608,4.7792487,0.0
