-29.499317,69.84725,0.0,-18.703873,51.212822,0.0,33.813416,-58.69795,0.0,56.1919,77.57764,0.0,34.615982,-18.209345,0.0,-79.514046,5.0248384,0.0,95.87611,-39.42107,0.0,-95.841644,-51.3187,0.0
47.412468,59.638523,0.0,65.01522,32.262768,0.0,-98.81517,52.579453,0.0,-89.91881,22.695637,0.0,-51.279808,-9.9935,0.0,-5.9013963,95.52273,0.0,22.000217,-82.85851,0.0,76.13097,10.481178,0.0
50.93472,17.443478,0.0,-17.96602,15.404404,0.0,59.431744,52.527355,0.0,40.457176,-93.88106,0.0,36.48617,-20.081854,0.0,17.414427,-27.528101,0.0,-39.38608,-34.27562,0.0,-92.94138,-26.811224,0.0
7.9793453,-78.0585,0.0,24.227333,21.84906,0.0,-47.389263,91.79704,0.0,-50.44295,-74.00824,0.0,-49.370567,94.39093,0.0,-26.808811,-82.721245,0.0,4.6066046,88.95543,0.0,49.601807,-59.23873,0.0
37.727974,-37.931293,0.0,43.77235,93.0194,0.0,-90.36808,-22.289366,0.0,-68.590614,-43.16414,0.0,-21.246922,-73.63762,0.0,-68.02093,56.772232,0.0,2.8737545,-36.21952,0.0,6.886232,54.07616,0.0
53.149258,39.830875,0.0,68.572655,-46.643684,0.0,23.667372,6.625533,0.0,-26.544792,96.141396,0.0,-61.488293,-32.327168,0.0,-62.716988,-36.00662,0.0,40.541958,96.621475,0.0,70.94728,42.698624,0.0
-64.2344,2.2744775,0.0,-80.54659,56.402885,0.0,-16.035866,-67.7463,0.0,-15.720409,22.85285,0.0,-88.879974,-97.55407,0.0,16.369747,-26.931906,0.0,76.59459,-61.519524,0.0,3.0225515,56.084274,0.0
-82.38709,-86.82061,0.0,8.939552,66.33943,0.0,-63.62445,-57.2403,0.0,-80.12256,-91.92082,0.0,80.46629,-42.758675,0.0,-70.69675,16.973936,0.0,44.907032,-57.940353,0.0,77.6751,-37.645508,0.0
-42.48478,59.675205,0.0,62.315475,-71.34826,0.0,32.511757,0.87424517,0.0,97.5451,-14.321881,0.0,-99.80811,3.2123685,0.0,6.3319445,86.807785,0.0,-15.295434,70.88852,0.0,-35.966484,-34.9009,0.0
13.516021,62.493122,0.0,79.98451,33.552788,0.0,77.04866,11.301398,0.0,97.58714,-91.320854,0.0,90.63294,-65.04259,0.0,-78.415085,14.077986,0.0,31.726192,-69.02455,0.0,30.578661,23.755955,0.0
-46.25936,93.38794,0.0,49.023354,-44.47651,0.0,57.90651,54.221367,0.0,-23.972786,-62.803516,0.0,-42.083214,37.23433,0.0,32.877014,4.452741,0.0,87.316475,50.76977,0.0,48.016666,22.196257,0.0
31.151283,68.134514,0.0,85.06485,98.536995,0.0,30.3913,22.91894,0.0,-11.510717,81.138405,0.0,-7.0356846,-60.31095,0.0,33.784496,-56.261047,0.0,36.773335,-53.01925,0.0,49.647736,-57.272984,0.0
57.290947,-33.121216,0.0,-5.206913,71.00249,0.0,62.427963,71.2894,0.0,97.49084,68.26793,0.0,16.750896,21.872604,0.0,-42.11805,-76.82568,0.0,15.47811,69.987854,0.0,-90.909706,53.391136,0.0
-94.54964,-56.35752,0.0,-92.36836,-69.70738,0.0,66.17223,10.849989,0.0,0.893867,75.449905,0.0,95.073166,94.72743,0.0,35.698296,-14.6561985,0.0,0.077188015,-97.18247,0.0,-5.7037535,-64.63415,0.0
31.119156,31.68547,0.0,56.57891,15.440071,0.0,49.3052,-74.261955,0.0,-38.161926,-44.044537,0.0,-59.21692,82.5218,0.0,6.06941,-78.793755,0.0,-67.72928,56.649242,0.0,-80.29982,-38.763,0.0
