60.99434,-84.05262,0.0,31.984457,-12.149684,0.0
-91.27137,25.37796,0.0,43.92109,25.128265,0.0
-65.58711,8.9067545,0.0,66.188995,39.646168,0.0
-2.9652646,-77.81753,0.0,-50.917957,70.14706,0.0
6.0483646,-93.936935,0.0,-45.228592,-53.541443,0.0
-59.450394,13.176427,0.0,-6.816146,67.562874,0.0
32.552925,-6.722735,0.0,-93.41001,-5.177873,0.0
-90.08419,-22.252043,0.0,-78.95594,-64.78023,0.0
-93.74301,58.4888,0.0,-66.72113,7.291986,0.0
-47.517204,-56.51892,0.0,-71.28418,16.548553,0.0
-47.57444,24.101517,0.0,-25.163565,85.49512,0.0
-81.499374,-10.553072,0.0,39.038242,37.573265,0.0
-38.308487,41.76864,0.0,-88.016594,-73.071014,0.0
71.52612,-47.585873,0.0,-66.16107,-93.5413,0.0
62.45413,-59.57518,0.0,-84.424995,-6.7618303,0.0
42.63403,-95.44416,0.0,0.30037296,-34.355217,0.0
-65.32528,79.35309,0.0,-83.95325,4.9022784,0.0
-54.016327,3.1891701,0.0,-49.30125,88.10745,0.0
23.780443,22.671724,0.0,-10.242076,71.30945,0.0
-72.74192,76.57801,0.0,29.16553,-38.33729,0.0
70.192505,-30.098747,0.0,-67.2798,-61.646122,0.0
-41.541965,31.155458,0.0,-93.92052,-13.275481,0.0
85.4899,-15.41699,0.0,-53.664764,43.587864,0.0
-47.88119,-81.14055,0.0,-20.462416,-27.475636,0.0
99.81621,-39.52529,0.0,-44.485493,53.98459,0.0
70.2506,53.78895,0.0,-87.67604,44.03338,0.0
-54.36225,18.582067,0.0,-78.712906,49.74288,0.0
-89.252975,2.339229,0.0,-66.5131,-24.26058,0.0
37.754185,-75.98334,0.0,-74.265,3.8718293,0.0
-60.529266,52.32714,0.0,-69.36329,-55.406925,0.0
-41.635742,8.005864,0.0,-98.17213,-21.640297,0.0
36.071335,-91.153244,0.0,66.33569,-52.823593,0.0
-34.780552,-64.100586,0.0,15.326925,11.027553,0.0
41.496597,62.172707,0.0,83.11008,73.821304,0.0
74.20371,5.317068,0.0,67.79217,-63.73528,0.0
76.06706,-94.32753,0.0,65.62045,67.70949,0.0
-7.277376,-81.75254,0.0,-35.960743,93.210205,0.0
17.129955,-92.02107,0.0,-48.178707,15.612338,0.0
-92.43296,78.24012,0.0,-69.33557,-18.856365,0.0
94.76446,-50.87136,0.0,-70.80635,-31.489187,0.0
-53.279297,4.4313293,0.0,89.29764,-6.5666885,0.0
-48.36917,8.618366,0.0,79.91199,-47.570244,0.0
-87.051216,-84.09056,0.0,-47.06887,-31.521963,0.0
-74.63151,-96.48144,0.0,63.844204,-90.03555,0.0
90.29504,-88.830635,0.0,-40.697113,55.57306,0.0
24.80743,-31.314335,0.0,71.47743,-29.815634,0.0
55.543327,62.701202,0.0,75.18493,8.964746,0.0
-90.16458,-37.43114,0.0,-70.07346,-24.585623,0.0
-56.52298,-97.039314,0.0,-46.298393,-61.7895,0.0
68.16313,54.270363,0.0,-39.43894,-28.545197,0.0
47.737217,4.852503,0.0,-60.678787,-20.317738,0.0
-63.846996,70.17887,0.0,46.086033,-55.586983,0.0
-76.10492,20.576048,0.0,-50.425545,90.93449,0.0
45.222927,56.55583,0.0,-76.95309,93.462166,0.0
-28.369133,-37.37018,0.0,8.534012,-83.09481,0.0
29.483526,-25.892391,0.0,83.39093,68.6892,0.0
15.47623,60.23597,0.0,69.58969,-69.07215,0.0
-55.26231,-59.64376,0.0,-50.072582,87.38182,0.0
-43.169678,-8.355628,0.0,59.814346,77.53154,0.0
95.79622,20.698618,0.0,-75.41586,77.73182,0.0
