10.690081,-24.94341,0.0,17.396843,-96.117226,0.0,-23.538273,59.055744,0.0,51.055504,74.9704,0.0,-55.775864,58.68523,0.0,-68.184906,34.41553,0.0
-36.943237,40.427353,0.0,-18.71373,97.572266,0.0,19.577766,75.2178,0.0,81.702385,47.324,0.0,-85.86628,-37.047737,0.0,43.774784,-95.0082,0.0
-51.688023,25.599575,0.0,76.160934,97.385025,0.0,33.355354,-12.587875,0.0,67.77258,-21.416641,0.0,-76.583786,14.6675825,0.0,-36.379284,-58.917854,0.0
75.659775,81.77136,0.0,30.215776,13.562286,0.0,-92.15235,25.100208,0.0,-90.263,-72.94061,0.0,-58.49306,-12.313575,0.0,-29.142593,24.244987,0.0
-38.682945,60.915375,0.0,62.017857,65.51003,0.0,68.51773,-91.43391,0.0,73.875496,-97.39322,0.0,-56.76073,45.944084,0.0,65.747574,42.817867,0.0
52.910378,26.469648,0.0,77.36745,-44.068985,0.0,-1.6559601,-17.236488,0.0,-77.60964,-1.2473106,0.0,87.07237,37.422848,0.0,59.499752,-56.200882,0.0
-65.55335,65.71428,0.0,-98.30586,54.53086,0.0,-56.16528,-21.015858,0.0,-41.781296,73.36561,0.0,25.80763,-67.5186,0.0,-36.442734,50.825596,0.0
-91.33077,-23.507345,0.0,-67.41876,31.893517,0.0,-66.439705,-27.652014,0.0,-10.165119,57.133232,0.0,-48.53946,-19.19853,0.0,-28.766357,-84.94207,0.0
87.720634,-12.609392,0.0,10.902262,-86.2547,0.0,-47.89626,-16.822773,0.0,16.908241,99.25555,0.0,81.15544,-72.892105,0.0,50.231277,23.575163,0.0
-7.5127068,69.25358,0.0,-46.28675,2.936244,0.0,-98.89513,-37.19666,0.0,-4.7550144,-10.286892,0.0,97.46375,27.243137,0.0,-38.07562,71.399796,0.0
-5.076921,77.467766,0.0,18.19725,20.568895,0.0,-21.453201,65.64131,0.0,-80.393105,55.53328,0.0,87.321075,91.658226,0.0,-57.206757,-40.243443,0.0
38.84752,-22.882301,0.0,82.24214,-56.264614,0.0,35.064625,-54.655003,0.0,-32.855778,-16.701406,0.0,99.22835,-82.35728,0.0,6.858027,-97.44773,0.0
-92.986275,20.556664,0.0,-86.936554,49.29321,0.0,84.75927,50.098824,0.0,-18.27882,86.84944,0.0,85.98256,-93.65801,0.0,73.44855,94.919495,0.0
-57.97794,-62.253178,0.0,55.423294,-94.35949,0.0,-0.27130842,-32.525124,0.0,-52.65916,48.978127,0.0,-48.579098,-47.982853,0.0,36.710846,99.11326,0.0
23.218191,67.35564,0.0,6.8015575,86.577515,0.0,-80.81141,-0.9428024,0.0,-18.715006,80.462135,0.0,45.155216,-88.74166,0.0,64.44286,97.29231,0.0
-3.4253716,78.12333,0.0,19.686281,48.978447,0.0,38.98846,15.923225,0.0,79.9867,-22.52763,0.0,87.87681,58.042038,0.0,35.675835,91.62106,0.0
-93.27728,-87.46936,0.0,81.28749,-72.150925,0.0,-30.531334,79.96667,0.0,-95.63532,32.75794,0.0,92.67888,12.033642,0.0,87.364494,-89.54842,0.0
76.877235,-49.56578,0.0,75.49299,4.924226,0.0,-25.295073,73.403015,0.0,-37.950714,-84.11526,0.0,-10.991579,57.01866,0.0,-93.843834,17.176449,0.0
31.81522,17.581917,0.0,-87.90206,97.54114,0.0,43.54813,60.1295,0.0,-65.23743,16.619514,0.0,63.675545,-82.79382,0.0,-34.03771,-88.504166,0.0
-69.8326,75.333824,0.0,-7.160968,50.83258,0.0,96.313545,50.92051,0.0,68.30735,-49.487667,0.0,12.392271,46.921062,0.0,83.97003,-89.90957,0.0
-91.758255,13.879955,0.0,-18.72738,-8.920365,0.0,-47.193695,-70.3522,0.0,25.857496,11.4644165,0.0,-20.036484,10.6745,0.0,26.512253,55.011093,0.0
70.94248,48.768448,0.0,83.27028,49.66023,0.0,87.215126,-61.377842,0.0,-0.027370453,98.78612,0.0,36.31563,75.728226,0.0,-93.92124,74.35157,0.0
0.9534359,-60.298252,0.0,-84.41954,-25.957697,0.0,30.885113,-88.8539,0.0,-35.89947,6.1534047,0.0,-8.304566,3.72324,0.0,36.079002,-71.25719,0.0
-11.712492,-74.79561,0.0,-95.363014,-47.139256,0.0,-40.06502,-42.149097,0.0,-30.912436,-94.06572,0.0,42.114365,-63.123093,0.0,-62.67276,93.120384,0.0
