46.382843,-86.20333,0.0,-95.93572,-48.05348,0.0,54.106583,-76.47422,0.0,68.2034,-25.620937,0.0,93.43726,67.25591,0.0
51.033592,26.55785,0.0,-69.73465,6.50177,0.0,-7.98769,-99.88707,0.0,53.290985,45.735,0.0,12.381613,14.914942,0.0
-61.71428,49.195744,0.0,-52.79641,-61.35009,0.0,41.20649,33.97088,0.0,-62.943813,98.12304,0.0,-83.110985,32.086136,0.0
89.41202,49.5888,0.0,72.921036,27.20064,0.0,-57.48368,37.429,0.0,-53.942913,78.24211,0.0,75.10993,-66.922676,0.0
-87.57514,2.7512312,0.0,-80.9874,56.849003,0.0,-63.667408,67.01187,0.0,84.52965,99.45073,0.0,-31.877905,-60.381317,0.0
99.47887,-11.755824,0.0,-33.127235,-41.634514,0.0,-89.34072,21.738327,0.0,59.674095,-37.409817,0.0,-84.130516,-25.508266,0.0
0.71816444,-99.610214,0.0,-12.839186,49.16358,0.0,99.20498,-46.402763,0.0,-62.72675,59.738956,0.0,-75.46819,57.956993,0.0
-40.866516,-75.76411,0.0,23.234999,-20.102709,0.0,85.85782,78.5382,0.0,85.15746,67.55198,0.0,38.8939,10.146343,0.0
-57.06295,-45.99858,0.0,98.21067,30.16678,0.0,-83.04444,89.19769,0.0,92.966995,91.227486,0.0,1.4766932,88.41182,0.0
31.930208,62.174892,0.0,-90.656395,6.3385487,0.0,59.10293,70.839905,0.0,14.898384,-94.23241,0.0,-42.498363,-42.588276,0.0
-88.13583,9.285128,0.0,27.197992,86.92407,0.0,-28.190893,-35.022186,0.0,-72.464096,-72.068306,0.0,62.702988,-26.57708,0.0
-25.215757,49.474503,0.0,72.50794,-77.90195,0.0,-24.480873,-34.578247,0.0,74.67903,-96.998375,0.0,4.768014,24.453735,0.0
71.4461,-92.27819,0.0,-93.76446,59.02034,0.0,-79.020515,46.896923,0.0,-57.692463,-53.354294,0.0,-79.419304,-94.498276,0.0
-94.25757,-20.091366,0.0,-99.970634,20.90752,0.0,-37.03212,-91.969826,0.0,24.345589,71.58425,0.0,70.38491,61.4162,0.0
84.36537,64.84922,0.0,72.47476,-41.79949,0.0,9.760178,-69.705734,0.0,70.96687,94.62982,0.0,-21.358335,-60.98405,0.0
-64.02634,-62.734554,0.0,42.454304,-53.74249,0.0,-15.51888,58.962345,0.0,95.35384,-54.864765,0.0,-46.72532,75.74268,0.0
