-95.91829,-74.374344,0.0,-46.555717,58.98004,0.0,-81.41074,27.057884,0.0,-37.985687,43.005127,0.0
-17.681242,-65.151085,0.0,-10.164695,98.7982,0.0,-42.65074,-53.21618,0.0,-44.527355,-17.990967,0.0
58.8918,-20.107973,0.0,-58.25587,-96.220634,0.0,33.64771,-75.66138,0.0,93.38137,39.86223,0.0
-33.573128,23.163857,0.0,-60.07838,-88.839455,0.0,-64.322655,21.590397,0.0,20.76437,-78.762474,0.0
-48.722965,40.29462,0.0,43.946846,-53.508945,0.0,11.003972,59.30841,0.0,72.58244,-27.88265,0.0
5.8153667,22.847536,0.0,-8.669647,12.032002,0.0,98.98964,-50.17173,0.0,84.188896,-46.523266,0.0
53.06097,77.771866,0.0,-35.94613,-46.68033,0.0,-7.2597194,-19.111107,0.0,67.21295,24.420383,0.0
-55.30228,-62.91024,0.0,87.6781,-2.7747905,0.0,-60.32086,72.18296,0.0,45.872185,15.817303,0.0
82.76238,-95.72982,0.0,77.59992,-98.980865,0.0,-19.292362,-10.38846,0.0,-13.525333,69.570885,0.0
65.49849,79.29054,0.0,59.98843,9.135189,0.0,31.03549,-68.91161,0.0,-11.518304,-0.040632073,0.0
-19.704626,-70.329025,0.0,-1.6658269,-15.163529,0.0,-2.9696684,71.88604,0.0,-71.3349,90.27413,0.0
67.22787,93.13043,0.0,96.5836,-29.876787,0.0,95.98074,91.76263,0.0,32.27645,87.6518,0.0
32.63496,60.74462,0.0,53.64514,-61.45834,0.0,92.91272,67.451965,0.0,51.47976,11.570157,0.0
-31.148735,16.921778,0.0,95.43675,-51.08478,0.0,57.59404,-26.303244,0.0,-9.869711,-22.201057,0.0
64.495346,-23.29599,0.0,-66.786934,-37.192986,0.0,-98.741844,95.26265,0.0,54.81329,-99.71992,0.0
-35.934402,-15.714016,0.0,70.935974,44.612354,0.0,-91.74171,-4.272272,0.0,-78.243164,-11.426625,0.0
-60.09151,36.045647,0.0,-85.56032,-93.8695,0.0,-48.463417,-7.4754095,0.0,73.6545,45.43381,0.0
