gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,gnd3_x,gnd3_y,gnd3_z,gnd4_x,gnd4_y,gnd4_z,gnd5_x,gnd5_y,gnd5_z,result_x,result_y,result_z
73.22921,76.48432,0.0,98.327736,-73.45911,0.0,8.146837,-34.38399,0.0,-24.379753,-92.705536,0.0,-84.67411,-22.261986,0.0,-1.7999999999999972,-70.0,70
59.90998,-45.42262,0.0,89.17866,-94.24535,0.0,41.824585,23.337433,0.0,98.74169,-7.4703937,0.0,5.9422207,24.538967,0.0,69.80000000000001,30.5,70
1.13916,11.727686,0.0,28.738266,16.960001,0.0,-83.241425,49.255764,0.0,-5.0273757,-94.25617,0.0,-83.92575,-54.919304,0.0,-91.7,20.60000000000001,70
79.00021,4.716475,0.0,73.924706,2.1602318,0.0,2.6783803,91.23905,0.0,-44.14447,-56.796886,0.0,34.032516,-42.711926,0.0,43.0,28.90000000000001,70
12.466115,-83.85238,0.0,-90.95559,-87.18768,0.0,-99.213264,-73.644646,0.0,-86.00737,-74.72269,0.0,-82.43001,96.54145,0.0,-86.0,-82.0,70
-21.845278,75.78817,0.0,-81.52,-11.298057,0.0,-38.86889,7.4054146,0.0,-4.1353397,-89.84181,0.0,-31.268675,-91.28293,0.0,-30.3,-67.5,70
-87.80511,-76.0565,0.0,-15.786738,20.380093,0.0,54.78749,5.209749,0.0,57.462887,-65.692764,0.0,-28.273867,19.530499,0.0,-18.0,23.700000000000003,70
-97.54586,73.362564,0.0,33.138477,-42.473244,0.0,51.250305,20.71712,0.0,-96.56171,49.930016,0.0,-93.99965,85.55067,0.0,-89.4,43.400000000000006,70
-0.69023526,16.33374,0.0,71.158615,-96.011665,0.0,-17.132637,76.60678,0.0,-10.477255,12.026129,0.0,51.961205,10.491905,0.0,-5.899999999999992,31.30000000000001,70
-18.03217,88.089554,0.0,-99.12808,-18.881453,0.0,-24.86915,12.877085,0.0,-86.086464,-42.440437,0.0,-77.03638,-29.426754,0.0,-77.6,-8.399999999999991,70
57.89264,-93.700714,0.0,-2.0364923,-89.51875,0.0,65.56359,99.33352,0.0,-91.09417,33.861633,0.0,24.93156,1.0639137,0.0,24.5,-76.6,70
-30.812666,-78.66369,0.0,-77.31397,-0.86616623,0.0,-20.530834,81.71599,0.0,64.080444,-82.61297,0.0,93.38832,15.272842,0.0,53.0,7.600000000000008,70
-22.4527,-39.937206,0.0,25.438606,89.21139,0.0,-95.37601,32.85553,0.0,-10.909935,75.72135,0.0,59.358635,-7.0019608,0.0,-65.3,80.60000000000002,70
-66.55338,75.55544,0.0,1.3372296,77.53131,0.0,20.859594,6.6573796,0.0,-65.06903,-93.249275,0.0,69.0722,0.51686573,0.0,12.300000000000011,12.200000000000005,70
-48.092415,58.99946,0.0,-0.5978385,-86.75568,0.0,-50.934208,-94.18934,0.0,-42.278164,-39.05251,0.0,68.63444,40.748127,0.0,-35.5,-84.0,70
93.35594,-43.84199,0.0,6.3537726,93.239746,0.0,-36.946598,-0.6162342,0.0,-29.430746,80.47959,0.0,-0.86115897,76.37026,0.0,-29.599999999999994,90.20000000000002,70
-24.97076,26.687193,0.0,-23.153254,-80.192894,0.0,68.699,68.8249,0.0,-26.416647,12.316909,0.0,-54.548122,-85.30377,0.0,-42.2,-78.8,70
-3.5274107,-43.09591,0.0,63.34083,-65.11514,0.0,-85.456,2.4653823,0.0,-87.081795,30.937271,0.0,-48.34636,-49.165897,0.0,-88.8,-6.5,70
-95.88771,-3.5376427,0.0,82.29279,6.8430867,0.0,-33.349762,-92.03763,0.0,67.49377,-76.29351,0.0,22.497456,8.239895,0.0,17.200000000000003,-90.0,70
26.458723,92.07633,0.0,-86.675385,-62.14621,0.0,37.97839,87.57903,0.0,-28.210014,-20.773758,0.0,74.133,26.121496,0.0,38.70000000000002,74.0,70
29.696846,-90.5108,0.0,-18.061285,20.095715,0.0,-45.06608,-50.431747,0.0,54.158764,38.782784,0.0,-87.24849,-53.57764,0.0,-46.4,-71.7,70
7.6125646,9.719777,0.0,51.914124,-7.022183,0.0,77.84593,6.397118,0.0,-14.971518,8.0962925,0.0,-96.91586,-7.40216,0.0,10.800000000000011,22.700000000000003,70
-36.822178,-16.458632,0.0,25.283634,-7.6584816,0.0,-83.34981,59.359974,0.0,-95.1364,72.583084,0.0,43.385136,78.03145,0.0,-72.0,22.80000000000001,70
-5.6110106,14.834147,0.0,65.92034,20.125452,0.0,10.296361,84.44441,0.0,69.41946,-36.486713,0.0,-33.329838,15.1424055,0.0,21.60000000000001,38.900000000000006,70
82.02581,12.973576,0.0,58.920746,50.13514,0.0,-6.6907477,-52.530083,0.0,-33.048702,80.63045,0.0,99.15275,75.004425,0.0,70.70000000000002,29.30000000000001,70
75.55197,-89.793396,0.0,29.747349,-19.434887,0.0,-87.88381,36.825783,0.0,67.95359,19.97197,0.0,77.42395,-89.43075,0.0,52.5,-62.1,70
-92.137596,-7.291107,0.0,13.865325,-84.65021,0.0,98.407166,59.973766,0.0,-92.35595,-6.884673,0.0,68.82958,-21.164217,0.0,-69.6,-86.0,70
-83.979805,-14.751783,0.0,92.190796,33.740047,0.0,94.65394,95.168304,0.0,65.4772,88.955,0.0,-80.91264,-35.7869,0.0,93.60000000000002,83.10000000000002,70
94.736465,-23.174469,0.0,-17.102692,19.737455,0.0,43.39796,-44.36055,0.0,37.991432,30.809341,0.0,7.8135557,86.354546,0.0,35.900000000000006,32.5,70
17.838625,-17.513462,0.0,-83.491325,27.975584,0.0,14.000966,-20.16767,0.0,-79.30311,81.90356,0.0,65.484085,35.40823,0.0,-85.4,-0.5999999999999943,70
-99.19943,-97.76704,0.0,-37.017952,73.71883,0.0,67.3457,66.4689,0.0,-32.680027,27.891262,0.0,-79.26384,-44.42182,0.0,-63.1,7.5,70
48.262894,-93.82208,0.0,-47.44512,-78.59955,0.0,-93.061905,-85.32954,0.0,-97.01709,40.464363,0.0,37.660088,23.034678,0.0,-69.7,-91.7,70
-82.00477,-69.33102,0.0,67.34943,26.831709,0.0,35.21583,20.279156,0.0,41.023956,-76.758316,0.0,-85.26422,44.578564,0.0,-81.9,28.80000000000001,70
60.51301,93.42562,0.0,69.73409,20.395563,0.0,72.56374,-95.29943,0.0,-81.04479,54.323345,0.0,-93.33662,-56.74898,0.0,52.5,-2.3999999999999915,70
21.167656,-3.7158496,0.0,99.5539,-3.8803196,0.0,24.810911,-46.973038,0.0,-41.60907,99.05035,0.0,8.401364,31.072996,0.0,23.10000000000001,-0.5,70
-84.21662,-91.62046,0.0,28.139778,-80.948135,0.0,66.12302,-2.9061437,0.0,-52.42273,81.28767,0.0,99.36365,98.81942,0.0,-18.0,-84.3,70
12.702433,-34.54938,0.0,39.647987,76.50391,0.0,84.65374,29.552744,0.0,15.281943,-39.4236,0.0,-43.688324,-20.346546,0.0,18.60000000000001,-23.89999999999999,70
